FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,308,BZN,"Bozeman, MT",EWR,"Newark, NJ",1215,1209.0,-6.0,9.0,1218.0,1805.0,11.0,1833,1816.0,-17.0,1.0,B,0.0,258.0,247.0,227.0,1882.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,305,ORD,"Chicago, IL",SFO,"San Francisco, CA",1545,1541.0,-4.0,18.0,1559.0,1740.0,5.0,1807,1745.0,-22.0,0.0,,0.0,262.0,244.0,221.0,1846.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,302,LAX,"Los Angeles, CA",DEN,"Denver, CO",710,708.0,-2.0,15.0,723.0,1014.0,9.0,1030,1023.0,-7.0,0.0,,0.0,140.0,135.0,111.0,862.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,301,BUF,"Buffalo, NY",ORD,"Chicago, IL",730,1006.0,156.0,13.0,1019.0,1037.0,18.0,810,1055.0,165.0,0.0,,0.0,100.0,109.0,78.0,473.0,156.0,0.0,9.0,0.0,0.0
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,300,SFO,"San Francisco, CA",HNL,"Honolulu, HI",1320,1350.0,30.0,18.0,1408.0,1542.0,5.0,1532,1547.0,15.0,0.0,,0.0,312.0,297.0,274.0,2398.0,15.0,0.0,0.0,0.0,0.0
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,299,DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX",1540,1549.0,9.0,17.0,1606.0,1833.0,13.0,1832,1846.0,14.0,1.0,C,0.0,112.0,117.0,87.0,641.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,298,COS,"Colorado Springs, CO",DEN,"Denver, CO",1745,1743.0,-2.0,28.0,1811.0,1835.0,7.0,1835,1842.0,7.0,0.0,,0.0,50.0,59.0,24.0,73.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,297,IAH,"Houston, TX",MSY,"New Orleans, LA",1830,1834.0,4.0,24.0,1858.0,1943.0,3.0,1944,1946.0,2.0,0.0,,0.0,74.0,72.0,45.0,305.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,296,ORD,"Chicago, IL",ROC,"Rochester, NY",1830,1832.0,2.0,21.0,1853.0,2102.0,4.0,2115,2106.0,-9.0,0.0,,0.0,105.0,94.0,69.0,528.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,295,BDL,"Hartford, CT",ORD,"Chicago, IL",615,611.0,-4.0,13.0,624.0,723.0,17.0,743,740.0,-3.0,0.0,,0.0,148.0,149.0,119.0,783.0,,,,,
